WA, Exposure to risk (period 5x10), 	Last modified: 23 May 2023;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1971-1979        0             91462.72        96664.54       188127.26
1971-1979      1-4            380319.04       400807.70       781126.74
1971-1979      5-9            489120.28       517031.50      1006151.77
1971-1979     10-14           484403.79       514953.71       999357.50
1971-1979     15-19           471826.98       493038.89       964865.86
1971-1979     20-24           453302.43       476168.47       929470.89
1971-1979     25-29           430550.23       469844.37       900394.60
1971-1979     30-34           364412.22       401576.03       765988.25
1971-1979     35-39           312645.02       337451.25       650096.27
1971-1979     40-44           278779.08       305687.97       584467.06
1971-1979     45-49           266311.28       293143.42       559454.70
1971-1979     50-54           245361.91       261503.33       506865.24
1971-1979     55-59           216541.52       214312.31       430853.83
1971-1979     60-64           195083.12       184658.49       379741.61
1971-1979     65-69           166235.82       154245.45       320481.27
1971-1979     70-74           127669.61       110864.69       238534.31
1971-1979     75-79            86151.93        61737.97       147889.90
1971-1979     80-84            51622.40        28066.59        79688.99
1971-1979     85-89            24812.24        11054.55        35866.79
1971-1979     90-94             8149.86         2848.83        10998.69
1971-1979     95-99             1554.24          456.57         2010.82
1971-1979    100-104             120.89           16.27          137.15
1971-1979    105-109               0.33            0.00            0.33
1971-1979    110+                  0.00            0.00            0.00
1980-1989        0            112248.46       118325.11       230573.57
1980-1989      1-4            444734.68       469732.34       914467.02
1980-1989      5-9            558848.95       591513.04      1150361.99
1980-1989     10-14           592161.97       626459.60      1218621.57
1980-1989     15-19           601116.19       629100.36      1230216.55
1980-1989     20-24           601753.50       623521.34      1225274.84
1980-1989     25-29           614675.37       635965.47      1250640.84
1980-1989     30-34           598137.47       614714.37      1212851.84
1980-1989     35-39           541834.28       571597.24      1113431.52
1980-1989     40-44           444948.49       481535.35       926483.84
1980-1989     45-49           360254.51       387795.59       748050.10
1980-1989     50-54           318520.12       340844.87       659364.99
1980-1989     55-59           296289.30       312614.34       608903.64
1980-1989     60-64           272162.68       266408.18       538570.85
1980-1989     65-69           235605.93       209906.84       445512.77
1980-1989     70-74           198534.43       160352.72       358887.15
1980-1989     75-79           147755.41       108519.08       256274.49
1980-1989     80-84            89638.16        54191.54       143829.71
1980-1989     85-89            43271.25        19298.88        62570.12
1980-1989     90-94            15229.08         4813.79        20042.87
1980-1989     95-99             3245.91          840.03         4085.93
1980-1989    100-104             340.61           42.72          383.34
1980-1989    105-109               4.75            0.00            4.75
1980-1989    110+                  0.00            0.00            0.00
1990-1999        0            121823.65       128386.41       250210.06
